Original_Score,learned_Scores,Ranking_Score_from_Postprocessing,Sensitive_Attribute
1.0,1.0,1.0,False
0.993603412,0.993603412,0.993603412,False
0.991471215,0.991471215,0.991471215,False
0.989339019,0.989339019,0.989339019,False
0.987206823,0.987206823,0.987206823,True
0.985074627,0.985074627,0.985074627,False
0.982942431,0.982942431,0.982942431,False
0.980810235,0.980810235,0.980810235,True
0.978678038,0.978678038,0.978678038,False
0.978678038,0.978678038,0.978678038,False
0.97228145,0.97228145,0.97228145,False
0.963752665,0.963752665,0.963752665,False
0.963752665,0.963752665,0.963752665,False
0.961620469,0.961620469,0.961620469,False
0.961620469,0.961620469,0.961620469,False
0.959488273,0.959488273,0.959488273,False
0.957356077,0.957356077,0.957356077,False
0.957356077,0.957356077,0.957356077,False
0.957356077,0.957356077,0.957356077,True
0.955223881,0.955223881,0.955223881,False
0.955223881,0.955223881,0.955223881,False
0.953091684,0.953091684,0.953091684,False
0.953091684,0.953091684,0.953091684,False
0.950959488,0.950959488,0.950959488,False
0.950959488,0.950959488,0.950959488,False
0.950959488,0.950959488,0.950959488,False
0.948827292,0.948827292,0.948827292,False
0.948827292,0.948827292,0.948827292,False
0.946695096,0.946695096,0.946695096,False
0.9445629,0.9445629,0.9445629,False
0.9445629,0.9445629,0.9445629,False
0.942430704,0.942430704,0.942430704,False
0.942430704,0.942430704,0.942430704,False
0.940298507,0.940298507,0.940298507,False
0.940298507,0.940298507,0.940298507,True
0.938166311,0.938166311,0.938166311,False
0.936034115,0.936034115,0.936034115,False
0.933901919,0.933901919,0.933901919,False
0.933901919,0.933901919,0.933901919,True
0.933901919,0.933901919,0.933901919,True
0.931769723,0.931769723,0.931769723,False
0.931769723,0.931769723,0.931769723,False
0.929637527,0.929637527,0.929637527,False
0.929637527,0.929637527,0.929637527,False
0.929637527,0.929637527,0.929637527,False
0.929637527,0.929637527,0.929637527,False
0.929637527,0.929637527,0.929637527,False
0.92750533,0.92750533,0.92750533,False
0.925373134,0.925373134,0.925373134,False
0.925373134,0.925373134,0.925373134,False
0.923240938,0.923240938,0.923240938,False
0.923240938,0.923240938,0.923240938,False
0.923240938,0.923240938,0.923240938,False
0.923240938,0.923240938,0.923240938,False
0.923240938,0.923240938,0.923240938,False
0.923240938,0.923240938,0.923240938,False
0.921108742,0.921108742,0.921108742,False
0.921108742,0.921108742,0.921108742,False
0.921108742,0.921108742,0.921108742,False
0.921108742,0.921108742,0.921108742,False
0.921108742,0.921108742,0.921108742,False
0.918976546,0.918976546,0.918976546,False
0.918976546,0.918976546,0.918976546,False
0.918976546,0.918976546,0.918976546,False
0.918976546,0.918976546,0.918976546,False
0.918976546,0.918976546,0.918976546,False
0.91684435,0.91684435,0.91684435,False
0.91684435,0.91684435,0.91684435,False
0.91684435,0.91684435,0.91684435,False
0.914712154,0.914712154,0.914712154,False
0.912579957,0.912579957,0.912579957,False
0.912579957,0.912579957,0.912579957,False
0.912579957,0.912579957,0.912579957,False
0.912579957,0.912579957,0.912579957,False
0.912579957,0.912579957,0.912579957,False
0.912579957,0.912579957,0.912579957,False
0.912579957,0.912579957,0.912579957,True
0.910447761,0.910447761,0.910447761,False
0.910447761,0.910447761,0.910447761,False
0.910447761,0.910447761,0.910447761,False
0.910447761,0.910447761,0.910447761,True
0.908315565,0.908315565,0.908315565,False
0.908315565,0.908315565,0.908315565,False
0.908315565,0.908315565,0.908315565,False
0.908315565,0.908315565,0.908315565,False
0.908315565,0.908315565,0.908315565,True
0.908315565,0.908315565,0.908315565,True
0.908315565,0.908315565,0.908315565,True
0.906183369,0.906183369,0.906183369,False
0.906183369,0.906183369,0.906183369,False
0.906183369,0.906183369,0.906183369,False
0.906183369,0.906183369,0.906183369,True
0.904051173,0.904051173,0.904051173,False
0.904051173,0.904051173,0.904051173,False
0.904051173,0.904051173,0.904051173,False
0.904051173,0.904051173,0.904051173,False
0.904051173,0.904051173,0.904051173,False
0.904051173,0.904051173,0.904051173,False
0.904051173,0.904051173,0.904051173,False
0.904051173,0.904051173,0.904051173,False
